"wikipedia_id","wiki_img_url","name","age","gender","ethnicity","type","party","state","wiki_img_labels","wiki_img_labelsconf","clothing_apparel","color_adjective","occupation","other","physicaltrait_body","wiki_img_labels_repl","wiki_img_labelsconf_repl","clothing_apparel_repl","color_adjective_repl","occupation_repl","other_repl","physicaltrait_body_repl"
"Diana_DeGette","mc_images/Diana_DeGette.jpg","Diana DeGette",61,"Female","white","Representative","Democrat","CO","person, beauty, smile, chin, hairstyle, shoulder, outerwear, businessperson, official, long_hair, girl, portrait, neck, white_collar_worker, brown_hair, portrait_photography","0.9281271696090698, 0.8863294124603271, 0.8305370211601257, 0.8086653351783752, 0.8077578544616699, 0.8058687448501587, 0.7801064252853394, 0.7066472768783569, 0.6763889789581299, 0.6386494636535645, 0.6182023286819458, 0.6053163409233093, 0.5990365743637085, 0.5654340982437134, 0.5526034832000732, 0.5445744395256042",1,0,3,3,9,"Smile, Outerwear, Sleeve, Happy, Blazer, Tree, Electric_blue, Event, Formal_wear, Fun, Official, Layered_hair, Wrinkle, Grass, Jewellery, Laugh, Portrait_photography, Portrait","0.9801799, 0.95285106, 0.8724489, 0.83464986, 0.7815808, 0.72771037, 0.71838564, 0.6973902, 0.62109697, 0.6204712, 0.60888696, 0.5949321, 0.58784395, 0.5868126, 0.5862188, 0.581979, 0.5779646, 0.5249957",6,3,1,4,4
"Diane_Black","mc_images/Diane_Black.jpg","Diane Black",67,"Female","white","Representative","Republican","TN","person, official, spokesperson, senior_citizen, chin, smile, vision_care, glasses, businessperson, portrait, speaker, elder","0.9316672682762146, 0.8912515044212341, 0.8379440903663635, 0.8319810628890991, 0.8077368140220642, 0.7825803756713867, 0.7483400106430054, 0.6836025714874268, 0.6605998873710632, 0.6407780647277832, 0.5914143919944763, 0.5760398507118225",2,0,4,2,4,"Smile, Gesture, Flag_of_the_united_states, Collar, Flag, Sleeve, Blazer, Spokesperson, Official, Event, Electric_blue, Eyewear, Flag_Day_(USA), Wrinkle, Job, Government_agency, White-collar_worker, Employment, Uniform, Button, Happy, Formal_wear, Portrait_photography, Businessperson","0.97918636, 0.85260487, 0.8295176, 0.82510227, 0.81059134, 0.7969839, 0.7759402, 0.7739442, 0.7562473, 0.74215806, 0.725511, 0.72271776, 0.6794078, 0.6468865, 0.6419956, 0.63759804, 0.6359973, 0.6300434, 0.5878378, 0.56042206, 0.5481197, 0.5404628, 0.534599, 0.5055838",8,2,7,5,2
"Dianne_Feinstein","mc_images/Dianne_Feinstein.jpg","Dianne Feinstein",85,"Female","white","Senator","Democrat","CA","person, chin, hairstyle, official, smile, elder, portrait, businessperson, spokesperson","0.9442330598831177, 0.8160442113876343, 0.7967849969863892, 0.7944763898849487, 0.724780797958374, 0.6292692422866821, 0.6282172203063965, 0.5676714777946472, 0.5305773019790649",0,0,3,2,4,"Forehead, Cheek, Smile, Chin, Eyebrow, Coat, Sleeve, Gesture, Wings, Wrinkle, Blazer, Jewellery, Official, White-collar_worker, Electric_blue, Flash_photography, Event, Pleased, Step_cutting, Portrait, Portrait_photography, Makeover, Necklace, Laugh, Formal_wear","0.9846564, 0.9791999, 0.97331446, 0.96727645, 0.93869513, 0.8695359, 0.85770833, 0.8521329, 0.8250484, 0.7575346, 0.736841, 0.71726805, 0.7065952, 0.7038037, 0.68938947, 0.66548127, 0.6637847, 0.6560042, 0.64824873, 0.59930134, 0.58599067, 0.57753956, 0.53579354, 0.53342867, 0.5289893",7,2,2,4,10
"Dick_Durbin","mc_images/Dick_Durbin.jpg","Richard Durbin",74,"Male","white","Senator","Democrat","IL","person, official, gentleman, businessperson, elder, chin, suit, spokesperson, portrait, speaker, public_speaking","0.9520134329795837, 0.8889980912208557, 0.8093301057815552, 0.7922883033752441, 0.7915006875991821, 0.7865685820579529, 0.7167526483535767, 0.6280603408813477, 0.5464422702789307, 0.5299363136291504, 0.50376957654953",1,1,5,2,2,"Smile, Coat, Dress_shirt, Collar, Tie, Suit, Blazer, Formal_wear, Official, White-collar_worker, Throat, Event, Wrinkle, Happy, Portrait_photography, Portrait, Businessperson, Business","0.97597414, 0.88192195, 0.8744926, 0.84095186, 0.82788956, 0.8056828, 0.7826994, 0.75018674, 0.7230931, 0.70165604, 0.69953597, 0.6685403, 0.6445377, 0.6360652, 0.5447791, 0.5444886, 0.507427, 0.5001384",8,1,4,2,3
"Dina_Titus","mc_images/Dina_Titus.jpg","Dina Titus",68,"Female","white","Representative","Democrat","NV","person, hairstyle, official, chin, blond, smile, senior_citizen, spokesperson, iris, electric_blue","0.9362164735794067, 0.8227312564849854, 0.808558464050293, 0.8050765991210938, 0.7861672043800354, 0.7715909481048584, 0.6611074209213257, 0.5945723056793213, 0.5534047484397888, 0.5185768008232117",0,1,2,1,6,"Smile, Flag, Sleeve, Flag_of_the_united_states, Happy, Electric_blue, Official, Event, Pleased, Flag_Day_(USA), Wrinkle, Uniform, Cosmetic_dentistry, Portrait_photography, Makeover","0.9772205, 0.85940814, 0.8186874, 0.79748636, 0.7645802, 0.74839514, 0.7066866, 0.68833625, 0.65440255, 0.61284846, 0.6080717, 0.59799916, 0.54039913, 0.52633905, 0.5010522",3,3,2,5,2
"Don_Bacon_(politician)","mc_images/Don_Bacon_(politician).jpg","Don Bacon",55,"Male","white","Representative","Republican","NE","person, official, spokesperson, businessperson, forehead, chin, suit, speaker, speech, white_collar_worker, gentleman","0.940665066242218, 0.8919020295143127, 0.823660671710968, 0.7938687205314636, 0.7791451215744019, 0.7720257639884949, 0.5930724740028381, 0.539790689945221, 0.535179853439331, 0.5113453269004822, 0.5101041793823242",1,1,5,2,2,"Forehead, Smile, Dress_shirt, Sleeve, Gesture, Collar, Tie, Blazer, Flag, Flag_of_the_united_states, Suit, Official, Event, Formal_wear, Throat, White-collar_worker, Electric_blue, Pleased, Button, Flag_Day_(USA), Job, Business, Government_agency, Wrinkle, Businessperson","0.9846564, 0.972224, 0.89503604, 0.8630657, 0.8487194, 0.84133065, 0.83506083, 0.7826266, 0.7600374, 0.7592465, 0.7584638, 0.73460114, 0.7189813, 0.7122212, 0.69965297, 0.6652928, 0.6495392, 0.6436486, 0.64245135, 0.59727025, 0.57566404, 0.541067, 0.5372828, 0.53466415, 0.5137901",9,2,6,4,4
"Don_Beyer","mc_images/Don_Beyer.jpg","Donald Beyer",68,"Male","white","Representative","Democrat","VA","official, businessperson, spokesperson, speaker, public_speaking, suit, speech, flag, business","0.8739750981330872, 0.7146162986755371, 0.660564124584198, 0.657317042350769, 0.6350466012954712, 0.6331525444984436, 0.6005766987800598, 0.5479122400283813, 0.5310122966766357",1,0,6,2,0,"Smile, Dress_shirt, Tie, Flag, Gesture, Collar, Suit, Flag_of_the_united_states, Sleeve, Blazer, Formal_wear, Event, Thumb, Official, White-collar_worker, Electric_blue, Happy, Flag_Day_(USA), Spokesperson, Business, Job, Government_agency, Businessperson, Employment","0.9716607, 0.8971164, 0.88227534, 0.8608704, 0.85260487, 0.8375776, 0.8102052, 0.8091205, 0.789972, 0.7827756, 0.74269575, 0.7371033, 0.7255167, 0.72457886, 0.69449717, 0.6354381, 0.6330169, 0.6321792, 0.62240106, 0.59319955, 0.5667559, 0.5294517, 0.52723706, 0.5044044",7,2,8,4,3
"Don_Young","mc_images/Don_Young.jpg","Don Young",85,"Male","white","Representative","Republican","AK","person, official, spokesperson, businessperson, elder, speaker, senior_citizen, speech","0.9228060841560364, 0.8920953869819641, 0.7656275033950806, 0.7516606450080872, 0.7493940591812134, 0.6412846446037292, 0.6219065189361572, 0.5288063883781433",0,0,4,2,2,"Glasses, Smile, Tie, Dress_shirt, Vision_care, Gesture, Collar, Flag_of_the_united_states, Flag, Blazer, Happy, Suit, Official, Event, Formal_wear, Eyewear, Spokesperson, White-collar_worker, Wrinkle, Flag_Day_(USA), Pleased, Military_person, Government_agency, Holiday, Job","0.9789721, 0.9770573, 0.8932676, 0.8868784, 0.85528326, 0.85260487, 0.84103143, 0.8284422, 0.7964564, 0.7827487, 0.78224325, 0.77689654, 0.74011564, 0.72653997, 0.7245509, 0.6913432, 0.6887143, 0.6884977, 0.6541821, 0.6512853, 0.64885545, 0.6029916, 0.57412785, 0.54801947, 0.54399866",10,2,6,5,2
"Donald_McEachin","mc_images/Donald_McEachin.jpg","Donald McEachin",57,"Male","african_american","Representative","Democrat","VA","person, official, elder, businessperson, spokesperson, speaker, senior_citizen","0.9431064128875732, 0.8880072236061096, 0.7380372285842896, 0.7363587617874146, 0.724964439868927, 0.6718326210975647, 0.5419474244117737",0,0,4,1,2,"Forehead, Smile, Glasses, Gesture, Flag, Collar, Tie, Blazer, Flag_of_the_united_states, Suit, Official, Dress_shirt, Event, Wrinkle, Throat, White-collar_worker, Eyewear, Formal_wear, Pleased, Spokesperson, Flag_Day_(USA), Happy, Businessperson, Government_agency","0.9846564, 0.9802278, 0.9721564, 0.8522722, 0.8468945, 0.83998114, 0.8150799, 0.7822277, 0.7656955, 0.7572697, 0.7563485, 0.75246423, 0.7228692, 0.7172406, 0.68730134, 0.67437255, 0.66595954, 0.653572, 0.63387805, 0.6260411, 0.5882725, 0.58112943, 0.5161227, 0.50148",9,2,5,4,4
"Donald_Norcross","mc_images/Donald_Norcross.jpg","Donald Norcross",60,"Male","white","Representative","Democrat","NJ","suit, official, businessperson, spokesperson, necktie, formal_wear, speech, speaker, white_collar_worker, tuxedo, elder, public_speaking, business, gentleman","0.9087604880332947, 0.8925198316574097, 0.8008275628089905, 0.7966188788414001, 0.7086936235427856, 0.6823916435241699, 0.6161617636680603, 0.597563624382019, 0.5924770832061768, 0.5907654166221619, 0.5730704069137573, 0.5626263618469238, 0.5503742098808289, 0.544315755367279",4,1,7,1,1,"Smile, Dress_shirt, Sleeve, Flag, Gesture, Tie, Collar, Flag_of_the_united_states, Suit, Blazer, Official, Formal_wear, Event, Throat, Government_agency, White-collar_worker, Spokesperson, Flag_Day_(USA), Pleased, Happy, Button, Electric_blue, Military_person, Job, Wrinkle","0.97961897, 0.90284634, 0.8616995, 0.8553846, 0.85260487, 0.84427786, 0.8411367, 0.8176909, 0.8045831, 0.7827359, 0.73425436, 0.7268243, 0.72572947, 0.6984607, 0.6853127, 0.67440265, 0.65755624, 0.6498861, 0.6496958, 0.6434333, 0.6310076, 0.6291472, 0.61268985, 0.5720479, 0.558222",9,3,6,4,3
"Donald_Payne_Jr.","mc_images/Donald_Payne_Jr..jpg","Donald Payne",60,"Male","african_american","Representative","Democrat","NJ","official, suit, formal_wear, businessperson, speech, public_speaking, tuxedo, speaker, gentleman, elder","0.8646100163459778, 0.8426713943481445, 0.7744710445404053, 0.650554358959198, 0.6123389601707458, 0.6053942441940308, 0.5886964797973633, 0.5727065205574036, 0.5673153400421143, 0.5436240434646606",3,1,4,1,1,"Smile, Tie, Dress_shirt, Flag, Gesture, Collar, Flag_of_the_united_states, Spokesperson, Suit, Blazer, Formal_wear, Official, White-collar_worker, Event, Happy, Pleased, Flag_Day_(USA), Public_speaking, Speech, Tuxedo, Government_agency, Speaker, Orator, Businessperson, Caesar_cut","0.9696125, 0.89431673, 0.8810442, 0.8621812, 0.85260487, 0.84024566, 0.812541, 0.8039064, 0.79897785, 0.78274024, 0.7522019, 0.749707, 0.72272754, 0.72024286, 0.668847, 0.6545759, 0.6544673, 0.63417816, 0.5853397, 0.54670864, 0.5427966, 0.5259492, 0.5200731, 0.51786417, 0.5050811",7,2,8,5,3
"Doris_Matsui","mc_images/Doris_Matsui.jpg","Doris Matsui",74,"Female","asian","Representative","Democrat","CA","hairstyle, chin, smile, outerwear, forehead, official, product, suit, girl, businessperson, spokesperson","0.8241319060325623, 0.7948369383811951, 0.785817563533783, 0.7453412413597107, 0.7230331301689148, 0.6696232557296753, 0.6665213704109192, 0.6490331888198853, 0.5970821976661682, 0.5859633088111877, 0.506782591342926",2,0,3,1,5,"Smile, Outerwear, Flag, Sleeve, Gesture, Happy, Collar, Blazer, Flag_of_the_united_states, Electric_blue, White-collar_worker, Official, Spokesperson, Event, Formal_wear, Uniform, Job, Jewellery, Employment, Necklace, Suit, Flag_Day_(USA), Businessperson, Microphone, Button","0.98231924, 0.95270675, 0.8776937, 0.8723024, 0.85260487, 0.81223845, 0.7953255, 0.7826918, 0.7713414, 0.73006487, 0.7284657, 0.7223842, 0.71831954, 0.71296316, 0.7088345, 0.6708937, 0.6580391, 0.6477329, 0.58296317, 0.57408524, 0.556884, 0.52564883, 0.525157, 0.51941764, 0.5077037",10,2,6,5,2
"Doug_Collins_(politician)","mc_images/Doug_Collins_(politician).jpg","Doug Collins",52,"Male","white","Representative","Republican","GA","person, official, suit, businessperson, spokesperson, elder, speaker, speech, public_speaking, gentleman, formal_wear, senior_citizen, business, necktie","0.9337126016616821, 0.8937946557998657, 0.8554612994194031, 0.7886785864830017, 0.7812292575836182, 0.734264612197876, 0.6687909960746765, 0.6198230385780334, 0.6060189604759216, 0.5526735186576843, 0.5379414558410645, 0.5343875885009766, 0.5158060789108276, 0.5115674138069153",3,1,6,2,2,"Tie, Gesture, Collar, Smile, Dress_shirt, Suit, Flag, Spokesperson, Blazer, Official, Event, Formal_wear, Flag_of_the_united_states, Job, White-collar_worker, Wrinkle, Speech, Flag_Day_(USA), Business, Government_agency, Employment, Businessperson","0.8996723, 0.85260487, 0.8372329, 0.8287979, 0.8266596, 0.8155384, 0.8146363, 0.8030198, 0.782555, 0.7517204, 0.7393983, 0.7231701, 0.7206377, 0.6777053, 0.6378727, 0.63045573, 0.61915225, 0.5757065, 0.5632153, 0.53834647, 0.53761363, 0.5103284",7,0,8,5,2
"Doug_LaMalfa","mc_images/Doug_LaMalfa.jpg","Doug LaMalfa",58,"Male","white","Representative","Republican","CA","suit, official, businessperson, formal_wear, spokesperson, outerwear, gentleman, necktie, speech, tuxedo, speaker, public_speaking","0.9319567084312439, 0.8900447487831116, 0.7884324789047241, 0.758607804775238, 0.7446090579032898, 0.695237398147583, 0.6560638546943665, 0.6541416645050049, 0.6429425477981567, 0.6172259449958801, 0.5746696591377258, 0.5077117681503296",5,1,5,1,0,"Smile, Dress_shirt, Tie, Flag, Gesture, Collar, Suit, Blazer, Beard, Spokesperson, Official, Event, Flag_of_the_united_states, Formal_wear, Government_agency, Wrinkle, Electric_blue, Moustache, Job, White-collar_worker, Flag_Day_(USA), Facial_hair, Businessperson","0.9594179, 0.8894049, 0.88310236, 0.8608668, 0.85181713, 0.83973205, 0.79667085, 0.78273207, 0.78081733, 0.7576723, 0.7552357, 0.72081053, 0.7103012, 0.69329274, 0.67989415, 0.6207922, 0.6164531, 0.59458107, 0.56766087, 0.56727594, 0.5528505, 0.5086731, 0.5039082",7,1,6,4,5
"Doug_Lamborn","mc_images/Doug_Lamborn.jpg","Doug Lamborn",64,"Male","white","Representative","Republican","CO","person, official, businessperson, elder, forehead, spokesperson, suit, senior_citizen, smile, speaker","0.9297137260437012, 0.8934381604194641, 0.7944157719612122, 0.7741036415100098, 0.7557440400123596, 0.755070686340332, 0.6985135078430176, 0.6764296293258667, 0.6601712703704834, 0.6382737755775452",1,0,4,1,4,"Forehead, Smile, Chin, Gesture, Flag, Tie, Flag_of_the_united_states, Collar, Blazer, Suit, Official, Happy, Event, Wrinkle, White-collar_worker, Formal_wear, Pleased, Flag_Day_(USA), Throat, Spokesperson, Dress_shirt, Electric_blue, Business, Businessperson, Government_agency","0.9846564, 0.98006666, 0.96566665, 0.85260487, 0.8519248, 0.8130402, 0.8036071, 0.7989899, 0.781436, 0.7689297, 0.7538834, 0.7253925, 0.72277653, 0.66807944, 0.662741, 0.65521955, 0.65090203, 0.63732296, 0.62989634, 0.62941766, 0.6231991, 0.5603719, 0.5544076, 0.51258916, 0.5084367",7,3,6,4,5
"Drew_Ferguson_(politician)","mc_images/Drew_Ferguson_(politician).jpg","A. Ferguson",51,"Male","white","Representative","Republican","GA","official, spokesperson, speech, businessperson, speaker, suit, elder, public_speaking, necktie","0.8908442854881287, 0.7636942267417908, 0.757295548915863, 0.7415146827697754, 0.6937187910079956, 0.600453794002533, 0.5568654537200928, 0.5434551239013672, 0.5315408706665039",2,0,5,1,1,"Head, Shirt, Smile, Dress_shirt, Tie, Collar, Flag, Blazer, Official, Suit, Event, Throat, White-collar_worker, Pleased, Formal_wear, Flag_of_the_united_states, Happy, Comb_over, Job, Flag_Day_(USA), Electric_blue, Business, Businessperson, Government_agency","0.9716253, 0.9456011, 0.93041867, 0.892804, 0.84605265, 0.8363513, 0.79551387, 0.7790186, 0.7723942, 0.73655844, 0.730314, 0.69484884, 0.67859215, 0.65404344, 0.6491003, 0.6464689, 0.61766076, 0.5946554, 0.5613405, 0.5423622, 0.52726537, 0.51963735, 0.5185562, 0.5180486",7,3,6,4,4
"Duncan_D._Hunter","mc_images/Duncan_D._Hunter.jpg","Duncan Hunter",42,"Male","white","Representative","Republican","CA","person, suit, official, necktie, spokesperson, businessperson, forehead, elder, speaker, white_collar_worker, gentleman, public_speaking","0.927570104598999, 0.8938014507293701, 0.8933467268943787, 0.8312382102012634, 0.8104806542396545, 0.7957632541656494, 0.7426629066467285, 0.7087699174880981, 0.6473537087440491, 0.618927538394928, 0.6072691082954407, 0.6015912294387817",2,1,6,1,2,"Forehead, Smile, Dress_shirt, Sleeve, Gesture, Tie, Collar, Suit, Flag_of_the_united_states, Blazer, Official, Flag, Event, Formal_wear, Throat, White-collar_worker, Spokesperson, Government_agency, Flag_Day_(USA), Military_person, Business, Caesar_cut, Businessperson","0.9846564, 0.9602868, 0.8966129, 0.86253554, 0.85260487, 0.8506509, 0.8411519, 0.8055619, 0.8046681, 0.7826827, 0.756095, 0.7384555, 0.7250844, 0.708959, 0.69958365, 0.67146426, 0.6702508, 0.624841, 0.5742126, 0.56337214, 0.52296454, 0.52274424, 0.5126945",7,0,7,4,5
"Dutch_Ruppersberger","mc_images/Dutch_Ruppersberger.jpg","C. Ruppersberger",72,"Male","white","Representative","Democrat","MD","person, chin, forehead, official, businessperson, elder, gentleman, moustache, smile, facial_hair, spokesperson","0.9550474286079407, 0.8845838308334351, 0.8684179186820984, 0.8605162501335144, 0.7753345966339111, 0.7411008477210999, 0.6554442048072815, 0.6475055813789368, 0.5932790637016296, 0.5923203229904175, 0.556925356388092",0,1,3,1,6,"Forehead, Nose, Smile, Chin, Eyebrow, Organ, Human, Dress_shirt, Jaw, Gesture, Tie, Collar, Suit, Wrinkle, Happy, Blazer, Official, White-collar_worker, Formal_wear, Throat, Event, Spokesperson, Pleased, Comb_over, Elder","0.9846564, 0.98358303, 0.97649115, 0.967966, 0.94796365, 0.90219766, 0.8889345, 0.8875728, 0.8775793, 0.85260487, 0.84637624, 0.8359949, 0.79599094, 0.7888207, 0.7743566, 0.7518382, 0.72573876, 0.72454494, 0.71106625, 0.6996607, 0.6729499, 0.6699778, 0.65438056, 0.6487388, 0.61654663",7,2,4,3,9
"Dwight_Evans_(politician)","mc_images/Dwight_Evans_(politician).jpg","Dwight Evans",64,"Male","african_american","Representative","Democrat","PA","person, official, suit, elder, businessperson, speaker, formal_wear, speech, gentleman, public_speaking, tuxedo","0.9332926869392395, 0.8862529397010803, 0.7815192341804504, 0.736433207988739, 0.7363325357437134, 0.6400623321533203, 0.5790440440177917, 0.5659799575805664, 0.5453492403030396, 0.5226393342018127, 0.522041380405426",3,1,4,2,1,"Forehead, Smile, Chin, Tie, Dress_shirt, Coat, Gesture, Spokesperson, Collar, Suit, Flag, Blazer, Flag_of_the_united_states, Official, Formal_wear, Event, Microphone, White-collar_worker, Wrinkle, Happy, Public_speaking, Speech, Button, Caesar_cut, Businessperson","0.9846564, 0.97378826, 0.96598095, 0.9004819, 0.8747224, 0.8656761, 0.85260487, 0.83993125, 0.83200943, 0.82101184, 0.80528593, 0.78275037, 0.74408716, 0.7440235, 0.7416973, 0.73765856, 0.7215005, 0.6995078, 0.65974635, 0.65369964, 0.6148086, 0.568632, 0.538551, 0.5342882, 0.5258473",9,1,5,5,5
"Earl_Blumenauer","mc_images/Earl_Blumenauer.jpg","Earl Blumenauer",70,"Male","white","Representative","Democrat","OR","face, person, chin, glasses, vision_care, eyebrow, head, forehead, official, elder, cheek, senior_citizen, smile, eyewear, portrait, businessperson, jaw, spokesperson","0.9607024788856506, 0.9499017596244812, 0.9135809540748596, 0.8893736004829407, 0.8606906533241272, 0.8596370220184326, 0.8592255115509033, 0.8527142405509949, 0.8059002161026001, 0.7775936722755432, 0.7679641246795654, 0.7527105212211609, 0.749833345413208, 0.6718471646308899, 0.639639675617218, 0.6384491324424744, 0.581109881401062, 0.5258879065513611",3,0,3,2,10,"Forehead, Glasses, Chin, Smile, Vision_care, Collar, Eyewear, Blazer, Official, Wrinkle, White-collar_worker, Happy, Throat, Dress_shirt, Pleased, Suit, Formal_wear, Event, Electric_blue, Portrait_photography, Businessperson","0.9846564, 0.9779463, 0.9677766, 0.9667143, 0.9301999, 0.8367049, 0.8100974, 0.7582155, 0.72192013, 0.7177802, 0.7158652, 0.70339173, 0.69822407, 0.69078404, 0.65218014, 0.64955395, 0.6311054, 0.61968255, 0.5329511, 0.5170844, 0.50613374",9,3,3,2,4
